,day,employee_headcount,company_id
96,2011-01-31,7,7
97,2011-01-31,18,4
98,2011-01-31,31,2
99,2011-01-31,6,9
100,2011-01-31,59,1
101,2011-01-31,10,6
102,2011-01-31,1,10
103,2011-01-31,13,5
104,2011-01-31,19,3
105,2011-01-31,11,8
106,2011-01-31,0,11
107,2011-01-31,0,12
108,2011-02-01,7,7
109,2011-02-01,19,4
110,2011-02-01,33,2
111,2011-02-01,7,9
112,2011-02-01,66,1
113,2011-02-01,11,6
114,2011-02-01,1,10
115,2011-02-01,13,5
116,2011-02-01,20,3
117,2011-02-01,11,8
118,2011-02-01,0,11
119,2011-02-01,0,12
120,2011-02-02,7,7
121,2011-02-02,19,4
122,2011-02-02,35,2
123,2011-02-02,7,9
124,2011-02-02,67,1
125,2011-02-02,11,6
126,2011-02-02,2,10
127,2011-02-02,13,5
128,2011-02-02,20,3
129,2011-02-02,12,8
130,2011-02-02,0,11
131,2011-02-02,0,12
132,2011-02-03,7,7
133,2011-02-03,19,4
134,2011-02-03,36,2
135,2011-02-03,7,9
136,2011-02-03,67,1
137,2011-02-03,11,6
138,2011-02-03,2,10
139,2011-02-03,13,5
140,2011-02-03,20,3
141,2011-02-03,12,8
142,2011-02-03,0,11
143,2011-02-03,0,12
144,2011-02-04,7,7
145,2011-02-04,19,4
146,2011-02-04,36,2
147,2011-02-04,7,9
148,2011-02-04,67,1
149,2011-02-04,11,6
150,2011-02-04,2,10
151,2011-02-04,13,5
152,2011-02-04,20,3
153,2011-02-04,12,8
154,2011-02-04,0,11
155,2011-02-04,0,12
156,2011-02-05,7,7
157,2011-02-05,19,4
158,2011-02-05,36,2
159,2011-02-05,7,9
160,2011-02-05,67,1
161,2011-02-05,11,6
162,2011-02-05,2,10
163,2011-02-05,13,5
164,2011-02-05,20,3
165,2011-02-05,12,8
166,2011-02-05,0,11
167,2011-02-05,0,12
168,2011-02-06,7,7
169,2011-02-06,19,4
170,2011-02-06,36,2
171,2011-02-06,7,9
172,2011-02-06,67,1
173,2011-02-06,11,6
174,2011-02-06,2,10
175,2011-02-06,13,5
176,2011-02-06,20,3
177,2011-02-06,12,8
178,2011-02-06,0,11
179,2011-02-06,0,12
180,2011-02-07,12,7
181,2011-02-07,25,4
182,2011-02-07,55,2
183,2011-02-07,10,9
184,2011-02-07,99,1
185,2011-02-07,15,6
186,2011-02-07,5,10
187,2011-02-07,17,5
188,2011-02-07,25,3
189,2011-02-07,13,8
190,2011-02-07,0,11
191,2011-02-07,0,12
192,2011-02-08,12,7
193,2011-02-08,25,4
194,2011-02-08,57,2
195,2011-02-08,11,9
196,2011-02-08,102,1
197,2011-02-08,15,6
198,2011-02-08,5,10
199,2011-02-08,18,5
200,2011-02-08,26,3
201,2011-02-08,13,8
202,2011-02-08,0,11
203,2011-02-08,0,12
204,2011-02-09,12,7
205,2011-02-09,25,4
206,2011-02-09,58,2
207,2011-02-09,11,9
208,2011-02-09,104,1
209,2011-02-09,15,6
210,2011-02-09,5,10
211,2011-02-09,18,5
212,2011-02-09,26,3
213,2011-02-09,13,8
214,2011-02-09,0,11
215,2011-02-09,0,12
216,2011-02-10,12,7
217,2011-02-10,25,4
218,2011-02-10,58,2
219,2011-02-10,11,9
220,2011-02-10,104,1
221,2011-02-10,15,6
222,2011-02-10,5,10
223,2011-02-10,20,5
224,2011-02-10,26,3
225,2011-02-10,13,8
226,2011-02-10,0,11
227,2011-02-10,0,12
228,2011-02-11,12,7
229,2011-02-11,25,4
230,2011-02-11,58,2
231,2011-02-11,11,9
232,2011-02-11,104,1
233,2011-02-11,15,6
234,2011-02-11,5,10
235,2011-02-11,20,5
236,2011-02-11,26,3
237,2011-02-11,13,8
238,2011-02-11,0,11
239,2011-02-11,0,12
240,2011-02-12,12,7
241,2011-02-12,25,4
242,2011-02-12,58,2
243,2011-02-12,11,9
244,2011-02-12,104,1
245,2011-02-12,15,6
246,2011-02-12,5,10
247,2011-02-12,20,5
248,2011-02-12,26,3
249,2011-02-12,13,8
250,2011-02-12,0,11
251,2011-02-12,0,12
252,2011-02-13,12,7
253,2011-02-13,25,4
254,2011-02-13,58,2
255,2011-02-13,11,9
256,2011-02-13,104,1
257,2011-02-13,15,6
258,2011-02-13,5,10
259,2011-02-13,20,5
260,2011-02-13,26,3
261,2011-02-13,13,8
262,2011-02-13,0,11
263,2011-02-13,0,12
264,2011-02-14,14,7
265,2011-02-14,28,4
266,2011-02-14,72,2
267,2011-02-14,13,9
268,2011-02-14,129,1
269,2011-02-14,21,6
270,2011-02-14,8,10
271,2011-02-14,35,5
272,2011-02-14,37,3
273,2011-02-14,21,8
274,2011-02-14,0,11
275,2011-02-14,0,12
276,2011-02-15,16,7
277,2011-02-15,28,4
278,2011-02-15,74,2
279,2011-02-15,13,9
280,2011-02-15,130,1
281,2011-02-15,22,6
282,2011-02-15,8,10
283,2011-02-15,35,5
284,2011-02-15,38,3
285,2011-02-15,22,8
286,2011-02-15,0,11
287,2011-02-15,0,12
288,2011-02-16,19,7
289,2011-02-16,28,4
290,2011-02-16,74,2
291,2011-02-16,13,9
292,2011-02-16,132,1
293,2011-02-16,22,6
294,2011-02-16,8,10
295,2011-02-16,35,5
296,2011-02-16,38,3
297,2011-02-16,22,8
298,2011-02-16,0,11
299,2011-02-16,0,12
300,2011-02-17,19,7
301,2011-02-17,28,4
302,2011-02-17,74,2
303,2011-02-17,13,9
304,2011-02-17,132,1
305,2011-02-17,22,6
306,2011-02-17,8,10
307,2011-02-17,35,5
308,2011-02-17,38,3
309,2011-02-17,22,8
310,2011-02-17,0,11
311,2011-02-17,0,12
312,2011-02-18,19,7
313,2011-02-18,28,4
314,2011-02-18,74,2
315,2011-02-18,13,9
316,2011-02-18,132,1
317,2011-02-18,22,6
318,2011-02-18,8,10
319,2011-02-18,35,5
320,2011-02-18,38,3
321,2011-02-18,22,8
322,2011-02-18,0,11
323,2011-02-18,0,12
324,2011-02-19,19,7
325,2011-02-19,28,4
326,2011-02-19,74,2
327,2011-02-19,13,9
328,2011-02-19,132,1
329,2011-02-19,22,6
330,2011-02-19,8,10
331,2011-02-19,35,5
332,2011-02-19,38,3
333,2011-02-19,22,8
334,2011-02-19,0,11
335,2011-02-19,0,12
336,2011-02-20,19,7
337,2011-02-20,28,4
338,2011-02-20,74,2
339,2011-02-20,13,9
340,2011-02-20,132,1
341,2011-02-20,22,6
342,2011-02-20,8,10
343,2011-02-20,35,5
344,2011-02-20,38,3
345,2011-02-20,22,8
346,2011-02-20,0,11
347,2011-02-20,0,12
348,2011-02-21,19,7
349,2011-02-21,28,4
350,2011-02-21,74,2
351,2011-02-21,13,9
352,2011-02-21,132,1
353,2011-02-21,22,6
354,2011-02-21,8,10
355,2011-02-21,35,5
356,2011-02-21,38,3
357,2011-02-21,22,8
358,2011-02-21,0,11
359,2011-02-21,0,12
360,2011-02-22,20,7
361,2011-02-22,34,4
362,2011-02-22,87,2
363,2011-02-22,18,9
364,2011-02-22,156,1
365,2011-02-22,25,6
366,2011-02-22,10,10
367,2011-02-22,40,5
368,2011-02-22,48,3
369,2011-02-22,30,8
370,2011-02-22,1,11
371,2011-02-22,0,12
372,2011-02-23,20,7
373,2011-02-23,34,4
374,2011-02-23,87,2
375,2011-02-23,18,9
376,2011-02-23,159,1
377,2011-02-23,25,6
378,2011-02-23,10,10
379,2011-02-23,40,5
380,2011-02-23,49,3
381,2011-02-23,30,8
382,2011-02-23,1,11
383,2011-02-23,0,12
384,2011-02-24,20,7
385,2011-02-24,34,4
386,2011-02-24,88,2
387,2011-02-24,18,9
388,2011-02-24,159,1
389,2011-02-24,25,6
390,2011-02-24,10,10
391,2011-02-24,40,5
392,2011-02-24,51,3
393,2011-02-24,30,8
394,2011-02-24,1,11
395,2011-02-24,0,12
396,2011-02-25,20,7
397,2011-02-25,34,4
398,2011-02-25,88,2
399,2011-02-25,18,9
400,2011-02-25,159,1
401,2011-02-25,25,6
402,2011-02-25,10,10
403,2011-02-25,40,5
404,2011-02-25,51,3
405,2011-02-25,30,8
406,2011-02-25,1,11
407,2011-02-25,0,12
408,2011-02-26,20,7
409,2011-02-26,34,4
410,2011-02-26,88,2
411,2011-02-26,18,9
412,2011-02-26,159,1
413,2011-02-26,25,6
414,2011-02-26,10,10
415,2011-02-26,40,5
416,2011-02-26,51,3
417,2011-02-26,30,8
418,2011-02-26,1,11
419,2011-02-26,0,12
420,2011-02-27,20,7
421,2011-02-27,34,4
422,2011-02-27,88,2
423,2011-02-27,18,9
424,2011-02-27,159,1
425,2011-02-27,25,6
426,2011-02-27,10,10
427,2011-02-27,40,5
428,2011-02-27,51,3
429,2011-02-27,30,8
430,2011-02-27,1,11
431,2011-02-27,0,12
432,2011-02-28,23,7
433,2011-02-28,37,4
434,2011-02-28,97,2
435,2011-02-28,21,9
436,2011-02-28,178,1
437,2011-02-28,31,6
438,2011-02-28,13,10
439,2011-02-28,42,5
440,2011-02-28,57,3
441,2011-02-28,35,8
442,2011-02-28,1,11
443,2011-02-28,0,12
444,2011-03-01,23,7
445,2011-03-01,37,4
446,2011-03-01,99,2
447,2011-03-01,22,9
448,2011-03-01,178,1
449,2011-03-01,33,6
450,2011-03-01,13,10
451,2011-03-01,44,5
452,2011-03-01,58,3
453,2011-03-01,35,8
454,2011-03-01,1,11
455,2011-03-01,0,12
456,2011-03-02,23,7
457,2011-03-02,38,4
458,2011-03-02,101,2
459,2011-03-02,23,9
460,2011-03-02,181,1
461,2011-03-02,34,6
462,2011-03-02,13,10
463,2011-03-02,44,5
464,2011-03-02,58,3
465,2011-03-02,36,8
466,2011-03-02,1,11
467,2011-03-02,0,12
468,2011-03-03,23,7
469,2011-03-03,38,4
470,2011-03-03,101,2
471,2011-03-03,23,9
472,2011-03-03,182,1
473,2011-03-03,34,6
474,2011-03-03,13,10
475,2011-03-03,44,5
476,2011-03-03,58,3
477,2011-03-03,36,8
478,2011-03-03,1,11
479,2011-03-03,0,12
480,2011-03-04,23,7
481,2011-03-04,38,4
482,2011-03-04,101,2
483,2011-03-04,23,9
484,2011-03-04,182,1
485,2011-03-04,34,6
486,2011-03-04,13,10
487,2011-03-04,44,5
488,2011-03-04,58,3
489,2011-03-04,36,8
490,2011-03-04,1,11
491,2011-03-04,0,12
492,2011-03-05,23,7
493,2011-03-05,38,4
494,2011-03-05,101,2
495,2011-03-05,23,9
496,2011-03-05,182,1
497,2011-03-05,34,6
498,2011-03-05,13,10
499,2011-03-05,44,5
500,2011-03-05,58,3
501,2011-03-05,36,8
502,2011-03-05,1,11
503,2011-03-05,0,12
504,2011-03-06,23,7
505,2011-03-06,38,4
506,2011-03-06,101,2
507,2011-03-06,23,9
508,2011-03-06,182,1
509,2011-03-06,34,6
510,2011-03-06,13,10
511,2011-03-06,44,5
512,2011-03-06,58,3
513,2011-03-06,36,8
514,2011-03-06,1,11
515,2011-03-06,0,12
516,2011-03-07,26,7
517,2011-03-07,41,4
518,2011-03-07,117,2
519,2011-03-07,24,9
520,2011-03-07,210,1
521,2011-03-07,37,6
522,2011-03-07,15,10
523,2011-03-07,54,5
524,2011-03-07,67,3
525,2011-03-07,38,8
526,2011-03-07,1,11
527,2011-03-07,0,12
528,2011-03-08,26,7
529,2011-03-08,41,4
530,2011-03-08,118,2
531,2011-03-08,24,9
532,2011-03-08,210,1
533,2011-03-08,37,6
534,2011-03-08,15,10
535,2011-03-08,54,5
536,2011-03-08,68,3
537,2011-03-08,38,8
538,2011-03-08,1,11
539,2011-03-08,0,12
540,2011-03-09,26,7
541,2011-03-09,42,4
542,2011-03-09,121,2
543,2011-03-09,24,9
544,2011-03-09,211,1
545,2011-03-09,38,6
546,2011-03-09,15,10
547,2011-03-09,54,5
548,2011-03-09,69,3
549,2011-03-09,39,8
550,2011-03-09,1,11
551,2011-03-09,0,12
552,2011-03-10,26,7
553,2011-03-10,42,4
554,2011-03-10,121,2
555,2011-03-10,24,9
556,2011-03-10,212,1
557,2011-03-10,38,6
558,2011-03-10,15,10
559,2011-03-10,55,5
560,2011-03-10,69,3
561,2011-03-10,39,8
562,2011-03-10,1,11
563,2011-03-10,0,12
564,2011-03-11,26,7
565,2011-03-11,42,4
566,2011-03-11,121,2
567,2011-03-11,24,9
568,2011-03-11,212,1
569,2011-03-11,38,6
570,2011-03-11,15,10
571,2011-03-11,55,5
572,2011-03-11,69,3
573,2011-03-11,39,8
574,2011-03-11,1,11
575,2011-03-11,0,12
576,2011-03-12,26,7
577,2011-03-12,42,4
578,2011-03-12,121,2
579,2011-03-12,24,9
580,2011-03-12,212,1
581,2011-03-12,38,6
582,2011-03-12,15,10
583,2011-03-12,55,5
584,2011-03-12,69,3
585,2011-03-12,39,8
586,2011-03-12,1,11
587,2011-03-12,0,12
588,2011-03-13,26,7
589,2011-03-13,42,4
590,2011-03-13,121,2
591,2011-03-13,24,9
592,2011-03-13,212,1
593,2011-03-13,38,6
594,2011-03-13,15,10
595,2011-03-13,55,5
596,2011-03-13,69,3
597,2011-03-13,39,8
598,2011-03-13,1,11
599,2011-03-13,0,12
600,2011-03-14,26,7
601,2011-03-14,47,4
602,2011-03-14,134,2
603,2011-03-14,27,9
604,2011-03-14,231,1
605,2011-03-14,46,6
606,2011-03-14,18,10
607,2011-03-14,65,5
608,2011-03-14,83,3
609,2011-03-14,45,8
610,2011-03-14,1,11
611,2011-03-14,1,12
612,2011-03-15,26,7
613,2011-03-15,48,4
614,2011-03-15,138,2
615,2011-03-15,27,9
616,2011-03-15,234,1
617,2011-03-15,47,6
618,2011-03-15,18,10
619,2011-03-15,65,5
620,2011-03-15,84,3
621,2011-03-15,45,8
622,2011-03-15,1,11
623,2011-03-15,1,12
624,2011-03-16,26,7
625,2011-03-16,49,4
626,2011-03-16,138,2
627,2011-03-16,27,9
628,2011-03-16,236,1
629,2011-03-16,47,6
630,2011-03-16,18,10
631,2011-03-16,66,5
632,2011-03-16,86,3
633,2011-03-16,45,8
634,2011-03-16,1,11
635,2011-03-16,1,12
636,2011-03-17,26,7
637,2011-03-17,49,4
638,2011-03-17,138,2
639,2011-03-17,27,9
640,2011-03-17,237,1
641,2011-03-17,47,6
642,2011-03-17,18,10
643,2011-03-17,66,5
644,2011-03-17,86,3
645,2011-03-17,45,8
646,2011-03-17,1,11
647,2011-03-17,1,12
648,2011-03-18,26,7
649,2011-03-18,49,4
650,2011-03-18,138,2
651,2011-03-18,27,9
652,2011-03-18,237,1
653,2011-03-18,47,6
654,2011-03-18,18,10
655,2011-03-18,66,5
656,2011-03-18,86,3
657,2011-03-18,45,8
658,2011-03-18,1,11
659,2011-03-18,1,12
660,2011-03-19,26,7
661,2011-03-19,49,4
662,2011-03-19,138,2
663,2011-03-19,27,9
664,2011-03-19,237,1
665,2011-03-19,47,6
666,2011-03-19,18,10
667,2011-03-19,66,5
668,2011-03-19,86,3
669,2011-03-19,45,8
670,2011-03-19,1,11
671,2011-03-19,1,12
672,2011-03-20,26,7
673,2011-03-20,49,4
674,2011-03-20,138,2
675,2011-03-20,27,9
676,2011-03-20,237,1
677,2011-03-20,47,6
678,2011-03-20,18,10
679,2011-03-20,66,5
680,2011-03-20,86,3
681,2011-03-20,45,8
682,2011-03-20,1,11
683,2011-03-20,1,12
684,2011-03-21,28,7
685,2011-03-21,55,4
686,2011-03-21,151,2
687,2011-03-21,32,9
688,2011-03-21,268,1
689,2011-03-21,51,6
690,2011-03-21,21,10
691,2011-03-21,70,5
692,2011-03-21,97,3
693,2011-03-21,47,8
694,2011-03-21,1,11
695,2011-03-21,1,12
696,2011-03-22,29,7
697,2011-03-22,56,4
698,2011-03-22,152,2
699,2011-03-22,33,9
700,2011-03-22,270,1
701,2011-03-22,52,6
702,2011-03-22,21,10
703,2011-03-22,71,5
704,2011-03-22,97,3
705,2011-03-22,47,8
706,2011-03-22,1,11
707,2011-03-22,1,12
708,2011-03-23,29,7
709,2011-03-23,56,4
710,2011-03-23,152,2
711,2011-03-23,34,9
712,2011-03-23,272,1
713,2011-03-23,53,6
714,2011-03-23,21,10
715,2011-03-23,71,5
716,2011-03-23,97,3
717,2011-03-23,48,8
718,2011-03-23,1,11
719,2011-03-23,1,12
720,2011-03-24,29,7
721,2011-03-24,56,4
722,2011-03-24,152,2
723,2011-03-24,34,9
724,2011-03-24,272,1
725,2011-03-24,53,6
726,2011-03-24,21,10
727,2011-03-24,71,5
728,2011-03-24,98,3
729,2011-03-24,48,8
730,2011-03-24,1,11
731,2011-03-24,1,12
732,2011-03-25,29,7
733,2011-03-25,56,4
734,2011-03-25,152,2
735,2011-03-25,34,9
736,2011-03-25,272,1
737,2011-03-25,53,6
738,2011-03-25,21,10
739,2011-03-25,71,5
740,2011-03-25,98,3
741,2011-03-25,48,8
742,2011-03-25,1,11
743,2011-03-25,1,12
744,2011-03-26,29,7
745,2011-03-26,56,4
746,2011-03-26,152,2
747,2011-03-26,34,9
748,2011-03-26,272,1
749,2011-03-26,53,6
750,2011-03-26,21,10
751,2011-03-26,71,5
752,2011-03-26,98,3
753,2011-03-26,48,8
754,2011-03-26,1,11
755,2011-03-26,1,12
756,2011-03-27,29,7
757,2011-03-27,56,4
758,2011-03-27,152,2
759,2011-03-27,34,9
760,2011-03-27,272,1
761,2011-03-27,53,6
762,2011-03-27,21,10
763,2011-03-27,71,5
764,2011-03-27,98,3
765,2011-03-27,48,8
766,2011-03-27,1,11
767,2011-03-27,1,12
768,2011-03-28,33,7
769,2011-03-28,62,4
770,2011-03-28,159,2
771,2011-03-28,38,9
772,2011-03-28,301,1
773,2011-03-28,54,6
774,2011-03-28,24,10
775,2011-03-28,73,5
776,2011-03-28,108,3
777,2011-03-28,50,8
778,2011-03-28,1,11
779,2011-03-28,1,12
780,2011-03-29,34,7
781,2011-03-29,64,4
782,2011-03-29,162,2
783,2011-03-29,38,9
784,2011-03-29,305,1
785,2011-03-29,55,6
786,2011-03-29,25,10
787,2011-03-29,73,5
788,2011-03-29,109,3
789,2011-03-29,50,8
790,2011-03-29,1,11
791,2011-03-29,1,12
792,2011-03-30,34,7
793,2011-03-30,64,4
794,2011-03-30,164,2
795,2011-03-30,38,9
796,2011-03-30,305,1
797,2011-03-30,55,6
798,2011-03-30,25,10
799,2011-03-30,74,5
800,2011-03-30,110,3
801,2011-03-30,50,8
802,2011-03-30,1,11
803,2011-03-30,1,12
804,2011-03-31,34,7
805,2011-03-31,64,4
806,2011-03-31,164,2
807,2011-03-31,38,9
808,2011-03-31,305,1
809,2011-03-31,55,6
810,2011-03-31,25,10
811,2011-03-31,74,5
812,2011-03-31,110,3
813,2011-03-31,50,8
814,2011-03-31,1,11
815,2011-03-31,1,12
816,2011-04-01,34,7
817,2011-04-01,64,4
818,2011-04-01,164,2
819,2011-04-01,38,9
820,2011-04-01,305,1
821,2011-04-01,55,6
822,2011-04-01,25,10
823,2011-04-01,74,5
824,2011-04-01,110,3
825,2011-04-01,51,8
826,2011-04-01,1,11
827,2011-04-01,1,12
828,2011-04-02,34,7
829,2011-04-02,64,4
830,2011-04-02,164,2
831,2011-04-02,38,9
832,2011-04-02,305,1
833,2011-04-02,55,6
834,2011-04-02,25,10
835,2011-04-02,74,5
836,2011-04-02,110,3
837,2011-04-02,51,8
838,2011-04-02,1,11
839,2011-04-02,1,12
840,2011-04-03,34,7
841,2011-04-03,64,4
842,2011-04-03,164,2
843,2011-04-03,38,9
844,2011-04-03,305,1
845,2011-04-03,55,6
846,2011-04-03,25,10
847,2011-04-03,74,5
848,2011-04-03,110,3
849,2011-04-03,51,8
850,2011-04-03,1,11
851,2011-04-03,1,12
852,2011-04-04,39,7
853,2011-04-04,68,4
854,2011-04-04,174,2
855,2011-04-04,45,9
856,2011-04-04,333,1
857,2011-04-04,61,6
858,2011-04-04,29,10
859,2011-04-04,78,5
860,2011-04-04,115,3
861,2011-04-04,53,8
862,2011-04-04,1,11
863,2011-04-04,1,12
864,2011-04-05,40,7
865,2011-04-05,69,4
866,2011-04-05,175,2
867,2011-04-05,45,9
868,2011-04-05,337,1
869,2011-04-05,61,6
870,2011-04-05,30,10
871,2011-04-05,79,5
872,2011-04-05,117,3
873,2011-04-05,53,8
874,2011-04-05,1,11
875,2011-04-05,1,12
876,2011-04-06,41,7
877,2011-04-06,69,4
878,2011-04-06,175,2
879,2011-04-06,45,9
880,2011-04-06,340,1
881,2011-04-06,61,6
882,2011-04-06,30,10
883,2011-04-06,80,5
884,2011-04-06,117,3
885,2011-04-06,53,8
886,2011-04-06,1,11
887,2011-04-06,1,12
888,2011-04-07,41,7
889,2011-04-07,69,4
890,2011-04-07,175,2
891,2011-04-07,45,9
892,2011-04-07,340,1
893,2011-04-07,61,6
894,2011-04-07,31,10
895,2011-04-07,80,5
896,2011-04-07,117,3
897,2011-04-07,53,8
898,2011-04-07,1,11
899,2011-04-07,1,12
900,2011-04-08,41,7
901,2011-04-08,69,4
902,2011-04-08,175,2
903,2011-04-08,45,9
904,2011-04-08,340,1
905,2011-04-08,61,6
906,2011-04-08,31,10
907,2011-04-08,80,5
908,2011-04-08,117,3
909,2011-04-08,53,8
910,2011-04-08,1,11
911,2011-04-08,1,12
912,2011-04-09,41,7
913,2011-04-09,69,4
914,2011-04-09,175,2
915,2011-04-09,45,9
916,2011-04-09,340,1
917,2011-04-09,61,6
918,2011-04-09,31,10
919,2011-04-09,80,5
920,2011-04-09,117,3
921,2011-04-09,53,8
922,2011-04-09,1,11
923,2011-04-09,1,12
924,2011-04-10,41,7
925,2011-04-10,69,4
926,2011-04-10,175,2
927,2011-04-10,45,9
928,2011-04-10,340,1
929,2011-04-10,61,6
930,2011-04-10,31,10
931,2011-04-10,80,5
932,2011-04-10,117,3
933,2011-04-10,53,8
934,2011-04-10,1,11
935,2011-04-10,1,12
936,2011-04-11,47,7
937,2011-04-11,81,4
938,2011-04-11,187,2
939,2011-04-11,48,9
940,2011-04-11,372,1
941,2011-04-11,61,6
942,2011-04-11,33,10
943,2011-04-11,88,5
944,2011-04-11,127,3
945,2011-04-11,59,8
946,2011-04-11,1,11
947,2011-04-11,1,12
948,2011-04-12,47,7
949,2011-04-12,82,4
950,2011-04-12,187,2
951,2011-04-12,48,9
952,2011-04-12,373,1
953,2011-04-12,61,6
954,2011-04-12,34,10
955,2011-04-12,89,5
956,2011-04-12,129,3
957,2011-04-12,59,8
958,2011-04-12,1,11
959,2011-04-12,1,12
960,2011-04-13,48,7
961,2011-04-13,82,4
962,2011-04-13,188,2
963,2011-04-13,48,9
964,2011-04-13,373,1
965,2011-04-13,61,6
966,2011-04-13,35,10
967,2011-04-13,90,5
968,2011-04-13,129,3
969,2011-04-13,60,8
970,2011-04-13,1,11
971,2011-04-13,1,12
972,2011-04-14,48,7
973,2011-04-14,82,4
974,2011-04-14,188,2
975,2011-04-14,48,9
976,2011-04-14,375,1
977,2011-04-14,61,6
978,2011-04-14,35,10
979,2011-04-14,90,5
980,2011-04-14,129,3
981,2011-04-14,60,8
982,2011-04-14,1,11
983,2011-04-14,1,12
984,2011-04-15,48,7
985,2011-04-15,82,4
986,2011-04-15,188,2
987,2011-04-15,48,9
988,2011-04-15,375,1
989,2011-04-15,61,6
990,2011-04-15,35,10
991,2011-04-15,90,5
992,2011-04-15,129,3
993,2011-04-15,60,8
994,2011-04-15,1,11
995,2011-04-15,1,12
996,2011-04-16,48,7
997,2011-04-16,82,4
998,2011-04-16,188,2
999,2011-04-16,48,9
1000,2011-04-16,375,1
1001,2011-04-16,61,6
1002,2011-04-16,35,10
1003,2011-04-16,90,5
1004,2011-04-16,129,3
1005,2011-04-16,60,8
1006,2011-04-16,1,11
1007,2011-04-16,1,12
1008,2011-04-17,48,7
1009,2011-04-17,82,4
1010,2011-04-17,188,2
1011,2011-04-17,48,9
1012,2011-04-17,375,1
1013,2011-04-17,61,6
1014,2011-04-17,35,10
1015,2011-04-17,90,5
1016,2011-04-17,129,3
1017,2011-04-17,60,8
1018,2011-04-17,1,11
1019,2011-04-17,1,12
1020,2011-04-18,51,7
1021,2011-04-18,90,4
1022,2011-04-18,197,2
1023,2011-04-18,51,9
1024,2011-04-18,402,1
1025,2011-04-18,66,6
1026,2011-04-18,37,10
1027,2011-04-18,92,5
1028,2011-04-18,137,3
1029,2011-04-18,65,8
1030,2011-04-18,1,11
1031,2011-04-18,1,12
1032,2011-04-19,51,7
1033,2011-04-19,90,4
1034,2011-04-19,198,2
1035,2011-04-19,51,9
1036,2011-04-19,405,1
1037,2011-04-19,66,6
1038,2011-04-19,37,10
1039,2011-04-19,92,5
1040,2011-04-19,139,3
1041,2011-04-19,65,8
1042,2011-04-19,1,11
1043,2011-04-19,1,12
1044,2011-04-20,52,7
1045,2011-04-20,90,4
1046,2011-04-20,198,2
1047,2011-04-20,51,9
1048,2011-04-20,405,1
1049,2011-04-20,66,6
1050,2011-04-20,37,10
1051,2011-04-20,93,5
1052,2011-04-20,140,3
1053,2011-04-20,65,8
1054,2011-04-20,1,11
1055,2011-04-20,1,12
1056,2011-04-21,52,7
1057,2011-04-21,90,4
1058,2011-04-21,199,2
1059,2011-04-21,51,9
1060,2011-04-21,406,1
1061,2011-04-21,67,6
1062,2011-04-21,37,10
1063,2011-04-21,93,5
1064,2011-04-21,141,3
1065,2011-04-21,65,8
1066,2011-04-21,1,11
1067,2011-04-21,1,12
1068,2011-04-22,52,7
